title,date,quote_text,status,url
O que Bolsonaro falou do coronavírus — e o que é fato,"16 de março de 2020, 20h25","
",FALSO,https://www.aosfatos.org/noticias/o-que-o-presidente-falou-do-coronavirus-e-o-que-e-fato/
O que Bolsonaro falou do coronavírus — e o que é fato,"16 de março de 2020, 20h25","
",FALSO,https://www.aosfatos.org/noticias/o-que-o-presidente-falou-do-coronavirus-e-o-que-e-fato/
O que Bolsonaro falou do coronavírus — e o que é fato,"16 de março de 2020, 20h25","
",FALSO,https://www.aosfatos.org/noticias/o-que-o-presidente-falou-do-coronavirus-e-o-que-e-fato/
Marcos Pontes erra ao dizer que base do Brasil na Antártida é fruto do governo Bolsonaro,"13 de janeiro de 2020, 16h17","
",FALSO,https://www.aosfatos.org/noticias/marcos-pontes-erra-ao-dizer-que-base-do-brasil-na-antartida-e-fruto-do-governo-bolsonaro/
Eduardo Bolsonaro difunde e amplifica informações falsas para atacar jornalista da ‘Folha’,"12 de fevereiro de 2020, 13h34","
",FALSO,https://www.aosfatos.org/noticias/eduardo-bolsonaro-difunde-e-amplifica-informacoes-falsas-para-atacar-jornalista-da-folha/
"Ao trocarem ataques, Paes e Crivella distorcem informações sobre legados de governo","13 de outubro de 2020, 11h15","
",FALSO,https://www.aosfatos.org/noticias/ao-trocarem-ataques-paes-e-crivella-distorcem-informacoes-sobre-legados-de-governo/
"Ao trocarem ataques, Paes e Crivella distorcem informações sobre legados de governo","13 de outubro de 2020, 11h15","
",FALSO,https://www.aosfatos.org/noticias/ao-trocarem-ataques-paes-e-crivella-distorcem-informacoes-sobre-legados-de-governo/
Checamos o que candidatos a prefeito de São Paulo disseram no início da campanha,"15 de outubro de 2020, 19h29","
",FALSO,https://www.aosfatos.org/noticias/checamos-o-que-candidatos-prefeito-de-sao-paulo-disseram-no-inicio-da-campanha/
Checamos o que candidatos a prefeito de São Paulo disseram no início da campanha,"15 de outubro de 2020, 19h29","
",FALSO,https://www.aosfatos.org/noticias/checamos-o-que-candidatos-prefeito-de-sao-paulo-disseram-no-inicio-da-campanha/
"Na TV, candidatos à prefeitura alternam fato e ficção sobre a Saúde no Rio","19 de outubro de 2020, 13h11","
",FALSO,https://www.aosfatos.org/noticias/na-tv-candidatos-prefeitura-alternam-fato-e-ficcao-sobre-saude-no-rio/
"Na TV, candidatos à prefeitura alternam fato e ficção sobre a Saúde no Rio","19 de outubro de 2020, 13h11","
",FALSO,https://www.aosfatos.org/noticias/na-tv-candidatos-prefeitura-alternam-fato-e-ficcao-sobre-saude-no-rio/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","17 de novembro de 2020, 16h32","
",FALSO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na TV, Boulos erra dados sobre petróleo e habitação","8 de junho de 2018, 17h10","
",VERDADEIRO,https://www.aosfatos.org/noticias/na-tv-boulos-erra-dados-sobre-petroleo-e-habitacao/
Eduardo Bolsonaro difunde e amplifica informações falsas para atacar jornalista da ‘Folha’,"12 de fevereiro de 2020, 13h34","
",FALSO,https://www.aosfatos.org/noticias/eduardo-bolsonaro-difunde-e-amplifica-informacoes-falsas-para-atacar-jornalista-da-folha/
Checamos o que candidatos a prefeito de São Paulo disseram no início da campanha,"15 de outubro de 2020, 19h29","
",FALSO,https://www.aosfatos.org/noticias/checamos-o-que-candidatos-prefeito-de-sao-paulo-disseram-no-inicio-da-campanha/
Checamos o que candidatos a prefeito de São Paulo disseram no início da campanha,"15 de outubro de 2020, 19h29","
",FALSO,https://www.aosfatos.org/noticias/checamos-o-que-candidatos-prefeito-de-sao-paulo-disseram-no-inicio-da-campanha/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na CNN, Covas e Boulos contrariam dados ao falar de vagas em creche e população de rua","17 de novembro de 2020, 16h32","
",FALSO,https://www.aosfatos.org/noticias/na-cnn-covas-e-boulos-contrariam-dados-ao-falar-de-vagas-em-creche-e-populacao-de-rua/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08","
",FALSO,https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/
Nobel de Medicina Tasuku Honjo no dijo que China creó el nuevo coronavirus,"6 de maio de 2020, 10h24","
",FALSO,https://www.aosfatos.org/noticias/nobel-de-medicina-tasuku-honjo-no-dijo-que-china-creo-el-nuevo-coronavirus/
Las imágenes de cajones vacíos no prueban fraude en número de casos de Covid-19,"13 de maio de 2020, 18h40","
",FALSO,https://www.aosfatos.org/noticias/las-imagenes-de-cajones-vacios-no-prueban-fraude-en-numero-de-casos-de-covid-19/
Es falso que datos de reparticiones del registro civil señalan que los estados sobrenotifican muertes por Covid-19,"13 de maio de 2020, 19h39","
",FALSO,https://www.aosfatos.org/noticias/es-falso-que-datos-de-reparticiones-del-registro-civil-senalan-que-los-estados-sobrenotifican-muertes-por-covid-19/
Es falso que datos de reparticiones del registro civil señalan que los estados sobrenotifican muertes por Covid-19,"13 de maio de 2020, 19h39","
",FALSO,https://www.aosfatos.org/noticias/es-falso-que-datos-de-reparticiones-del-registro-civil-senalan-que-los-estados-sobrenotifican-muertes-por-covid-19/
Es falso que datos de reparticiones del registro civil señalan que los estados sobrenotifican muertes por Covid-19,"13 de maio de 2020, 19h39","
",FALSO,https://www.aosfatos.org/noticias/es-falso-que-datos-de-reparticiones-del-registro-civil-senalan-que-los-estados-sobrenotifican-muertes-por-covid-19/
